payroll_id,employee_id,departement,poste,mois,salaire_base,salaire_verse,prime
1113,EMP0047,Commercial,Technicien,2025-09,6470,6299,-171
1114,EMP0047,Commercial,Technicien,2025-08,6470,6897,427
1115,EMP0047,Commercial,Technicien,2025-07,6470,7014,544
1116,EMP0047,Commercial,Technicien,2025-06,6470,6801,331
1117,EMP0047,Commercial,Technicien,2025-05,6470,6258,-212
1118,EMP0047,Commercial,Technicien,2025-04,6470,6865,395
1119,EMP0047,Commercial,Technicien,2025-03,6470,6149,-321
1120,EMP0047,Commercial,Technicien,2025-02,6470,6980,510
1121,EMP0047,Commercial,Technicien,2025-01,6470,6158,-312
1122,EMP0047,Commercial,Technicien,2024-12,6470,6191,-279
1123,EMP0047,Commercial,Technicien,2024-11,6470,6500,30
1124,EMP0047,Commercial,Technicien,2024-10,6470,7040,570
1125,EMP0047,Commercial,Technicien,2024-09,6470,6320,-150
1126,EMP0047,Commercial,Technicien,2024-08,6470,7079,609
1127,EMP0047,Commercial,Technicien,2024-07,6470,6181,-289
1128,EMP0047,Commercial,Technicien,2024-06,6470,6926,456
1129,EMP0048,Marketing,Ingénieur,2026-05,14942,15795,853
1130,EMP0048,Marketing,Ingénieur,2026-04,14942,15665,723
1131,EMP0048,Marketing,Ingénieur,2026-03,14942,14698,-244
1132,EMP0048,Marketing,Ingénieur,2026-01,14942,14751,-191
1133,EMP0048,Marketing,Ingénieur,2026-01,14942,16248,1306
1134,EMP0048,Marketing,Ingénieur,2025-12,14942,14912,-30
1135,EMP0048,Marketing,Ingénieur,2025-11,14942,16046,1104
1136,EMP0048,Marketing,Ingénieur,2025-10,14942,15476,534
1137,EMP0048,Marketing,Ingénieur,2025-09,14942,14463,-479
1138,EMP0048,Marketing,Ingénieur,2025-08,14942,15704,762
1139,EMP0048,Marketing,Ingénieur,2025-07,14942,14313,-629
1140,EMP0048,Marketing,Ingénieur,2025-06,14942,14695,-247
1141,EMP0048,Marketing,Ingénieur,2025-05,14942,15351,409
1142,EMP0048,Marketing,Ingénieur,2025-04,14942,14298,-644
1143,EMP0048,Marketing,Ingénieur,2025-03,14942,15093,151
1144,EMP0048,Marketing,Ingénieur,2025-02,14942,16161,1219
1145,EMP0048,Marketing,Ingénieur,2025-01,14942,16136,1194
1146,EMP0048,Marketing,Ingénieur,2024-12,14942,15929,987
1147,EMP0048,Marketing,Ingénieur,2024-11,14942,14891,-51
1148,EMP0048,Marketing,Ingénieur,2024-10,14942,14389,-553
1149,EMP0048,Marketing,Ingénieur,2024-09,14942,15219,277
1150,EMP0048,Marketing,Ingénieur,2024-08,14942,15022,80
1151,EMP0048,Marketing,Ingénieur,2024-07,14942,14848,-94
1152,EMP0048,Marketing,Ingénieur,2024-06,14942,15953,1011
1153,EMP0049,Direction Générale,Assistant,2026-05,4908,5207,299
1154,EMP0049,Direction Générale,Assistant,2026-04,4908,4841,-67
1155,EMP0049,Direction Générale,Assistant,2026-03,4908,4934,26
1156,EMP0049,Direction Générale,Assistant,2026-01,4908,5378,470
1157,EMP0049,Direction Générale,Assistant,2026-01,4908,5397,489
1158,EMP0049,Direction Générale,Assistant,2025-12,4908,5234,326
1159,EMP0049,Direction Générale,Assistant,2025-11,4908,5202,294
1160,EMP0049,Direction Générale,Assistant,2025-10,4908,5065,157
1161,EMP0049,Direction Générale,Assistant,2025-09,4908,5249,341
1162,EMP0049,Direction Générale,Assistant,2025-08,4908,4773,-135
1163,EMP0049,Direction Générale,Assistant,2025-07,4908,5349,441
1164,EMP0049,Direction Générale,Assistant,2025-06,4908,4680,-228
1165,EMP0049,Direction Générale,Assistant,2025-05,4908,5061,153
1166,EMP0049,Direction Générale,Assistant,2025-04,4908,5131,223
1167,EMP0049,Direction Générale,Assistant,2025-03,4908,5173,265
1168,EMP0049,Direction Générale,Assistant,2025-02,4908,4670,-238
1169,EMP0049,Direction Générale,Assistant,2025-01,4908,4909,1
1170,EMP0049,Direction Générale,Assistant,2024-12,4908,5221,313
1171,EMP0049,Direction Générale,Assistant,2024-11,4908,4940,32
1172,EMP0049,Direction Générale,Assistant,2024-10,4908,5206,298
1173,EMP0049,Direction Générale,Assistant,2024-09,4908,4889,-19
1174,EMP0049,Direction Générale,Assistant,2024-08,4908,4814,-94
1175,EMP0049,Direction Générale,Assistant,2024-07,4908,5386,478
1176,EMP0049,Direction Générale,Assistant,2024-06,4908,4972,64
1177,EMP0050,Juridique & Conformité,Ingénieur,2026-05,12945,14164,1219
1178,EMP0050,Juridique & Conformité,Ingénieur,2026-04,12945,14186,1241
1179,EMP0050,Juridique & Conformité,Ingénieur,2026-03,12945,12574,-371
1180,EMP0050,Juridique & Conformité,Ingénieur,2026-01,12945,12841,-104
1181,EMP0050,Juridique & Conformité,Ingénieur,2026-01,12945,12383,-562
1182,EMP0050,Juridique & Conformité,Ingénieur,2025-12,12945,12747,-198
1183,EMP0050,Juridique & Conformité,Ingénieur,2025-11,12945,13940,995
1184,EMP0050,Juridique & Conformité,Ingénieur,2025-10,12945,13100,155
1185,EMP0050,Juridique & Conformité,Ingénieur,2025-09,12945,14037,1092
1186,EMP0050,Juridique & Conformité,Ingénieur,2025-08,12945,13188,243
1187,EMP0050,Juridique & Conformité,Ingénieur,2025-07,12945,13750,805
1188,EMP0050,Juridique & Conformité,Ingénieur,2025-06,12945,13425,480
1189,EMP0050,Juridique & Conformité,Ingénieur,2025-05,12945,13279,334
1190,EMP0050,Juridique & Conformité,Ingénieur,2025-04,12945,13535,590
1191,EMP0050,Juridique & Conformité,Ingénieur,2025-03,12945,13063,118
1192,EMP0050,Juridique & Conformité,Ingénieur,2025-02,12945,13447,502
1193,EMP0050,Juridique & Conformité,Ingénieur,2025-01,12945,12419,-526
1194,EMP0050,Juridique & Conformité,Ingénieur,2024-12,12945,13584,639
1195,EMP0050,Juridique & Conformité,Ingénieur,2024-11,12945,12552,-393
1196,EMP0050,Juridique & Conformité,Ingénieur,2024-10,12945,12864,-81
1197,EMP0050,Juridique & Conformité,Ingénieur,2024-09,12945,13950,1005
1198,EMP0050,Juridique & Conformité,Ingénieur,2024-08,12945,14096,1151
1199,EMP0050,Juridique & Conformité,Ingénieur,2024-07,12945,13061,116
1200,EMP0050,Juridique & Conformité,Ingénieur,2024-06,12945,13913,968
1201,EMP0051,Logistique,Directeur,2026-05,28667,28637,-30
1202,EMP0051,Logistique,Directeur,2026-04,28667,29181,514
1203,EMP0051,Logistique,Directeur,2026-03,28667,28238,-429
1204,EMP0051,Logistique,Directeur,2026-01,28667,31291,2624
1205,EMP0051,Logistique,Directeur,2026-01,28667,27819,-848
1206,EMP0051,Logistique,Directeur,2025-12,28667,30545,1878
1207,EMP0051,Logistique,Directeur,2025-11,28667,27702,-965
1208,EMP0051,Logistique,Directeur,2025-10,28667,27688,-979
1209,EMP0051,Logistique,Directeur,2025-09,28667,29167,500
1210,EMP0051,Logistique,Directeur,2025-08,28667,28584,-83
1211,EMP0051,Logistique,Directeur,2025-07,28667,27753,-914
1212,EMP0051,Logistique,Directeur,2025-06,28667,28774,107
1213,EMP0051,Logistique,Directeur,2025-05,28667,30546,1879
1214,EMP0051,Logistique,Directeur,2025-04,28667,29177,510
1215,EMP0051,Logistique,Directeur,2025-03,28667,29226,559
1216,EMP0051,Logistique,Directeur,2025-02,28667,30899,2232
1217,EMP0051,Logistique,Directeur,2025-01,28667,27622,-1045
1218,EMP0051,Logistique,Directeur,2024-12,28667,30706,2039
1219,EMP0051,Logistique,Directeur,2024-11,28667,28542,-125
1220,EMP0051,Logistique,Directeur,2024-10,28667,30264,1597
1221,EMP0051,Logistique,Directeur,2024-09,28667,29828,1161
1222,EMP0051,Logistique,Directeur,2024-08,28667,28158,-509
1223,EMP0051,Logistique,Directeur,2024-07,28667,30917,2250
1224,EMP0051,Logistique,Directeur,2024-06,28667,27871,-796
1225,EMP0052,IT & Systèmes,Technicien,2026-05,8305,8776,471
1226,EMP0052,IT & Systèmes,Technicien,2026-04,8305,9096,791
1227,EMP0052,IT & Systèmes,Technicien,2026-03,8305,8383,78
1228,EMP0052,IT & Systèmes,Technicien,2026-01,8305,7951,-354
1229,EMP0052,IT & Systèmes,Technicien,2026-01,8305,8262,-43
1230,EMP0052,IT & Systèmes,Technicien,2025-12,8305,8911,606
1231,EMP0052,IT & Systèmes,Technicien,2025-11,8305,8106,-199
1232,EMP0052,IT & Systèmes,Technicien,2025-10,8305,9076,771
1233,EMP0052,IT & Systèmes,Technicien,2025-09,8305,8954,649
1234,EMP0052,IT & Systèmes,Technicien,2025-08,8305,8582,277
1235,EMP0052,IT & Systèmes,Technicien,2025-07,8305,8575,270
1236,EMP0052,IT & Systèmes,Technicien,2025-06,8305,8008,-297
1237,EMP0052,IT & Systèmes,Technicien,2025-05,8305,8017,-288
1238,EMP0052,IT & Systèmes,Technicien,2025-04,8305,8879,574
1239,EMP0052,IT & Systèmes,Technicien,2025-03,8305,8041,-264
1240,EMP0052,IT & Systèmes,Technicien,2025-02,8305,7967,-338
1241,EMP0052,IT & Systèmes,Technicien,2025-01,8305,8863,558
1242,EMP0052,IT & Systèmes,Technicien,2024-12,8305,8167,-138
1243,EMP0052,IT & Systèmes,Technicien,2024-11,8305,8137,-168
1244,EMP0052,IT & Systèmes,Technicien,2024-10,8305,8389,84
1245,EMP0052,IT & Systèmes,Technicien,2024-09,8305,8745,440
1246,EMP0052,IT & Systèmes,Technicien,2024-08,8305,9058,753
1247,EMP0052,IT & Systèmes,Technicien,2024-07,8305,7994,-311
1248,EMP0052,IT & Systèmes,Technicien,2024-06,8305,8620,315
1249,EMP0053,Ressources Humaines,Technicien,2026-05,5177,5631,454
1250,EMP0053,Ressources Humaines,Technicien,2026-04,5177,4976,-201
1251,EMP0053,Ressources Humaines,Technicien,2026-03,5177,5692,515
1252,EMP0053,Ressources Humaines,Technicien,2026-01,5177,5072,-105
1253,EMP0053,Ressources Humaines,Technicien,2026-01,5177,5420,243
1254,EMP0053,Ressources Humaines,Technicien,2025-12,5177,5547,370
1255,EMP0053,Ressources Humaines,Technicien,2025-11,5177,4990,-187
1256,EMP0053,Ressources Humaines,Technicien,2025-10,5177,5576,399
1257,EMP0053,Ressources Humaines,Technicien,2025-09,5177,5546,369
1258,EMP0053,Ressources Humaines,Technicien,2025-08,5177,5013,-164
1259,EMP0053,Ressources Humaines,Technicien,2025-07,5177,5650,473
1260,EMP0053,Ressources Humaines,Technicien,2025-06,5177,4957,-220
1261,EMP0053,Ressources Humaines,Technicien,2025-05,5177,5636,459
1262,EMP0053,Ressources Humaines,Technicien,2025-04,5177,5255,78
1263,EMP0053,Ressources Humaines,Technicien,2025-03,5177,5481,304
1264,EMP0053,Ressources Humaines,Technicien,2025-02,5177,5303,126
1265,EMP0053,Ressources Humaines,Technicien,2025-01,5177,5215,38
1266,EMP0053,Ressources Humaines,Technicien,2024-12,5177,5249,72
1267,EMP0053,Ressources Humaines,Technicien,2024-11,5177,5193,16
1268,EMP0053,Ressources Humaines,Technicien,2024-10,5177,5623,446
1269,EMP0053,Ressources Humaines,Technicien,2024-09,5177,5132,-45
1270,EMP0053,Ressources Humaines,Technicien,2024-08,5177,5265,88
1271,EMP0053,Ressources Humaines,Technicien,2024-07,5177,5034,-143
1272,EMP0053,Ressources Humaines,Technicien,2024-06,5177,5395,218
1273,EMP0054,Direction Générale,Assistant,2026-05,5381,5610,229
1274,EMP0054,Direction Générale,Assistant,2026-04,5381,5634,253
1275,EMP0054,Direction Générale,Assistant,2026-03,5381,5515,134
1276,EMP0054,Direction Générale,Assistant,2026-01,5381,5824,443
1277,EMP0054,Direction Générale,Assistant,2026-01,5381,5499,118
1278,EMP0054,Direction Générale,Assistant,2025-12,5381,5183,-198
1279,EMP0054,Direction Générale,Assistant,2025-11,5381,5421,40
1280,EMP0054,Direction Générale,Assistant,2025-10,5381,5450,69
1281,EMP0054,Direction Générale,Assistant,2025-09,5381,5631,250
1282,EMP0054,Direction Générale,Assistant,2025-08,5381,5755,374
1283,EMP0054,Direction Générale,Assistant,2025-07,5381,5313,-68
1284,EMP0054,Direction Générale,Assistant,2025-06,5381,5914,533
1285,EMP0054,Direction Générale,Assistant,2025-05,5381,5551,170
1286,EMP0054,Direction Générale,Assistant,2025-04,5381,5128,-253
1287,EMP0054,Direction Générale,Assistant,2025-03,5381,5421,40
1288,EMP0054,Direction Générale,Assistant,2025-02,5381,5688,307
1289,EMP0054,Direction Générale,Assistant,2025-01,5381,5499,118
1290,EMP0054,Direction Générale,Assistant,2024-12,5381,5743,362
1291,EMP0054,Direction Générale,Assistant,2024-11,5381,5390,9
1292,EMP0054,Direction Générale,Assistant,2024-10,5381,5569,188
1293,EMP0054,Direction Générale,Assistant,2024-09,5381,5372,-9
1294,EMP0054,Direction Générale,Assistant,2024-08,5381,5330,-51
1295,EMP0054,Direction Générale,Assistant,2024-07,5381,5133,-248
1296,EMP0054,Direction Générale,Assistant,2024-06,5381,5594,213
1297,EMP0055,Direction Générale,Technicien,2026-05,7196,6868,-328
1298,EMP0055,Direction Générale,Technicien,2026-04,7196,7711,515
1299,EMP0055,Direction Générale,Technicien,2026-03,7196,7139,-57
1300,EMP0055,Direction Générale,Technicien,2026-01,7196,7709,513
1301,EMP0055,Direction Générale,Technicien,2026-01,7196,7345,149
1302,EMP0055,Direction Générale,Technicien,2025-12,7196,7222,26
1303,EMP0055,Direction Générale,Technicien,2025-11,7196,7467,271
1304,EMP0055,Direction Générale,Technicien,2025-10,7196,7087,-109
1305,EMP0055,Direction Générale,Technicien,2025-09,7196,7008,-188
1306,EMP0055,Direction Générale,Technicien,2025-08,7196,7104,-92
1307,EMP0055,Direction Générale,Technicien,2025-07,7196,7097,-99
1308,EMP0055,Direction Générale,Technicien,2025-06,7196,7412,216
1309,EMP0055,Direction Générale,Technicien,2025-05,7196,7690,494
1310,EMP0055,Direction Générale,Technicien,2025-04,7196,7632,436
1311,EMP0055,Direction Générale,Technicien,2025-03,7196,7661,465
1312,EMP0055,Direction Générale,Technicien,2025-02,7196,7859,663
1313,EMP0055,Direction Générale,Technicien,2025-01,7196,7458,262
1314,EMP0055,Direction Générale,Technicien,2024-12,7196,7897,701
1315,EMP0055,Direction Générale,Technicien,2024-11,7196,7255,59
1316,EMP0055,Direction Générale,Technicien,2024-10,7196,7846,650
1317,EMP0055,Direction Générale,Technicien,2024-09,7196,7906,710
1318,EMP0055,Direction Générale,Technicien,2024-08,7196,7024,-172
1319,EMP0055,Direction Générale,Technicien,2024-07,7196,7092,-104
1320,EMP0055,Direction Générale,Technicien,2024-06,7196,7179,-17
1321,EMP0056,Finance & Comptabilité,Manager,2026-05,14045,14898,853
1322,EMP0056,Finance & Comptabilité,Manager,2026-04,14045,14099,54
1323,EMP0056,Finance & Comptabilité,Manager,2026-03,14045,14589,544
1324,EMP0056,Finance & Comptabilité,Manager,2026-01,14045,14825,780
1325,EMP0056,Finance & Comptabilité,Manager,2026-01,14045,14084,39
1326,EMP0056,Finance & Comptabilité,Manager,2025-12,14045,14539,494
1327,EMP0056,Finance & Comptabilité,Manager,2025-11,14045,13642,-403
1328,EMP0056,Finance & Comptabilité,Manager,2025-10,14045,15341,1296
1329,EMP0056,Finance & Comptabilité,Manager,2025-09,14045,15105,1060
1330,EMP0056,Finance & Comptabilité,Manager,2025-08,14045,15050,1005
1331,EMP0056,Finance & Comptabilité,Manager,2025-07,14045,15387,1342
1332,EMP0056,Finance & Comptabilité,Manager,2025-06,14045,14485,440
1333,EMP0056,Finance & Comptabilité,Manager,2025-05,14045,13713,-332
1334,EMP0056,Finance & Comptabilité,Manager,2025-04,14045,13423,-622
1335,EMP0056,Finance & Comptabilité,Manager,2025-03,14045,13461,-584
1336,EMP0056,Finance & Comptabilité,Manager,2025-02,14045,14610,565
1337,EMP0056,Finance & Comptabilité,Manager,2025-01,14045,13385,-660
1338,EMP0056,Finance & Comptabilité,Manager,2024-12,14045,14350,305
1339,EMP0056,Finance & Comptabilité,Manager,2024-11,14045,14042,-3
1340,EMP0056,Finance & Comptabilité,Manager,2024-10,14045,14637,592
1341,EMP0056,Finance & Comptabilité,Manager,2024-09,14045,15042,997
1342,EMP0056,Finance & Comptabilité,Manager,2024-08,14045,14061,16
1343,EMP0056,Finance & Comptabilité,Manager,2024-07,14045,13717,-328
1344,EMP0056,Finance & Comptabilité,Manager,2024-06,14045,15033,988
1345,EMP0057,Marketing,Technicien,2026-05,8985,9706,721
1346,EMP0057,Marketing,Technicien,2026-04,8985,8616,-369
1347,EMP0057,Marketing,Technicien,2026-03,8985,8735,-250
1348,EMP0057,Marketing,Technicien,2026-01,8985,9486,501
1349,EMP0057,Marketing,Technicien,2026-01,8985,8727,-258
1350,EMP0057,Marketing,Technicien,2025-12,8985,8685,-300
1351,EMP0057,Marketing,Technicien,2025-11,8985,9245,260
1352,EMP0057,Marketing,Technicien,2025-10,8985,9028,43
1353,EMP0057,Marketing,Technicien,2025-09,8985,8634,-351
1354,EMP0057,Marketing,Technicien,2025-08,8985,9485,500
1355,EMP0057,Marketing,Technicien,2025-07,8985,9428,443
1356,EMP0057,Marketing,Technicien,2025-06,8985,9326,341
1357,EMP0057,Marketing,Technicien,2025-05,8985,8989,4
1358,EMP0057,Marketing,Technicien,2025-04,8985,8971,-14
1359,EMP0057,Marketing,Technicien,2025-03,8985,9851,866
1360,EMP0057,Marketing,Technicien,2025-02,8985,9523,538
1361,EMP0057,Marketing,Technicien,2025-01,8985,9125,140
1362,EMP0057,Marketing,Technicien,2024-12,8985,9397,412
1363,EMP0057,Marketing,Technicien,2024-11,8985,9192,207
1364,EMP0057,Marketing,Technicien,2024-10,8985,8963,-22
1365,EMP0057,Marketing,Technicien,2024-09,8985,9489,504
1366,EMP0057,Marketing,Technicien,2024-08,8985,9293,308
1367,EMP0057,Marketing,Technicien,2024-07,8985,9735,750
1368,EMP0057,Marketing,Technicien,2024-06,8985,9363,378
1369,EMP0058,Juridique & Conformité,Ingénieur,2026-05,11100,11139,39
1370,EMP0058,Juridique & Conformité,Ingénieur,2026-04,11100,11653,553
1371,EMP0058,Juridique & Conformité,Ingénieur,2026-03,11100,11901,801
1372,EMP0058,Juridique & Conformité,Ingénieur,2026-01,11100,11175,75
1373,EMP0058,Juridique & Conformité,Ingénieur,2026-01,11100,11767,667
1374,EMP0058,Juridique & Conformité,Ingénieur,2025-12,11100,11035,-65
1375,EMP0058,Juridique & Conformité,Ingénieur,2025-11,11100,10841,-259
1376,EMP0058,Juridique & Conformité,Ingénieur,2025-10,11100,10548,-552
1377,EMP0058,Juridique & Conformité,Ingénieur,2025-09,11100,11714,614
1378,EMP0058,Juridique & Conformité,Ingénieur,2025-08,11100,11499,399
1379,EMP0058,Juridique & Conformité,Ingénieur,2025-07,11100,11962,862
1380,EMP0058,Juridique & Conformité,Ingénieur,2025-06,11100,11828,728
1381,EMP0058,Juridique & Conformité,Ingénieur,2025-05,11100,11490,390
1382,EMP0058,Juridique & Conformité,Ingénieur,2025-04,11100,10848,-252
1383,EMP0058,Juridique & Conformité,Ingénieur,2025-03,11100,11075,-25
1384,EMP0058,Juridique & Conformité,Ingénieur,2025-02,11100,11892,792
1385,EMP0058,Juridique & Conformité,Ingénieur,2025-01,11100,11563,463
1386,EMP0058,Juridique & Conformité,Ingénieur,2024-12,11100,11610,510
1387,EMP0058,Juridique & Conformité,Ingénieur,2024-11,11100,10718,-382
1388,EMP0058,Juridique & Conformité,Ingénieur,2024-10,11100,11371,271
1389,EMP0058,Juridique & Conformité,Ingénieur,2024-09,11100,11096,-4
1390,EMP0058,Juridique & Conformité,Ingénieur,2024-08,11100,10675,-425
1391,EMP0058,Juridique & Conformité,Ingénieur,2024-07,11100,11122,22
1392,EMP0058,Juridique & Conformité,Ingénieur,2024-06,11100,11077,-23
1393,EMP0059,Juridique & Conformité,Ingénieur,2026-05,8645,9038,393
1394,EMP0059,Juridique & Conformité,Ingénieur,2026-04,8645,9462,817
1395,EMP0059,Juridique & Conformité,Ingénieur,2026-03,8645,9278,633
1396,EMP0059,Juridique & Conformité,Ingénieur,2026-01,8645,9082,437
1397,EMP0059,Juridique & Conformité,Ingénieur,2026-01,8645,9158,513
1398,EMP0059,Juridique & Conformité,Ingénieur,2025-12,8645,8648,3
1399,EMP0059,Juridique & Conformité,Ingénieur,2025-11,8645,8228,-417
1400,EMP0059,Juridique & Conformité,Ingénieur,2025-10,8645,8485,-160
1401,EMP0059,Juridique & Conformité,Ingénieur,2025-09,8645,9112,467
1402,EMP0059,Juridique & Conformité,Ingénieur,2025-08,8645,8667,22
1403,EMP0059,Juridique & Conformité,Ingénieur,2025-07,8645,9233,588
1404,EMP0059,Juridique & Conformité,Ingénieur,2025-06,8645,9147,502
1405,EMP0059,Juridique & Conformité,Ingénieur,2025-05,8645,8275,-370
1406,EMP0059,Juridique & Conformité,Ingénieur,2025-04,8645,8781,136
1407,EMP0059,Juridique & Conformité,Ingénieur,2025-03,8645,8757,112
1408,EMP0059,Juridique & Conformité,Ingénieur,2025-02,8645,8428,-217
1409,EMP0059,Juridique & Conformité,Ingénieur,2025-01,8645,8750,105
1410,EMP0059,Juridique & Conformité,Ingénieur,2024-12,8645,9356,711
1411,EMP0059,Juridique & Conformité,Ingénieur,2024-11,8645,8668,23
1412,EMP0059,Juridique & Conformité,Ingénieur,2024-10,8645,8699,54
1413,EMP0059,Juridique & Conformité,Ingénieur,2024-09,8645,9288,643
1414,EMP0059,Juridique & Conformité,Ingénieur,2024-08,8645,9236,591
1415,EMP0059,Juridique & Conformité,Ingénieur,2024-07,8645,8962,317
1416,EMP0059,Juridique & Conformité,Ingénieur,2024-06,8645,9196,551
1417,EMP0060,Commercial,Ingénieur,2026-05,12522,12320,-202
1418,EMP0060,Commercial,Ingénieur,2026-04,12522,12744,222
1419,EMP0060,Commercial,Ingénieur,2026-03,12522,13397,875
1420,EMP0060,Commercial,Ingénieur,2026-01,12522,11959,-563
1421,EMP0060,Commercial,Ingénieur,2026-01,12522,11934,-588
1422,EMP0060,Commercial,Ingénieur,2025-12,12522,12386,-136
1423,EMP0060,Commercial,Ingénieur,2025-11,12522,12093,-429
1424,EMP0060,Commercial,Ingénieur,2025-10,12522,12538,16
1425,EMP0060,Commercial,Ingénieur,2025-09,12522,13564,1042
1426,EMP0060,Commercial,Ingénieur,2025-08,12522,12198,-324
1427,EMP0060,Commercial,Ingénieur,2025-07,12522,12037,-485
1428,EMP0060,Commercial,Ingénieur,2025-06,12522,13665,1143
1429,EMP0060,Commercial,Ingénieur,2025-05,12522,13733,1211
1430,EMP0060,Commercial,Ingénieur,2025-04,12522,12531,9
1431,EMP0060,Commercial,Ingénieur,2025-03,12522,13747,1225
1432,EMP0060,Commercial,Ingénieur,2025-02,12522,13574,1052
1433,EMP0060,Commercial,Ingénieur,2025-01,12522,13219,697
1434,EMP0060,Commercial,Ingénieur,2024-12,12522,12706,184
1435,EMP0060,Commercial,Ingénieur,2024-11,12522,13124,602
1436,EMP0060,Commercial,Ingénieur,2024-10,12522,13037,515
1437,EMP0060,Commercial,Ingénieur,2024-09,12522,12711,189
1438,EMP0060,Commercial,Ingénieur,2024-08,12522,11996,-526
1439,EMP0060,Commercial,Ingénieur,2024-07,12522,12518,-4
1440,EMP0060,Commercial,Ingénieur,2024-06,12522,13726,1204
1441,EMP0061,Commercial,Ingénieur,2026-05,10401,10519,118
1442,EMP0061,Commercial,Ingénieur,2026-04,10401,10745,344
1443,EMP0061,Commercial,Ingénieur,2026-03,10401,11325,924
1444,EMP0061,Commercial,Ingénieur,2026-01,10401,10724,323
1445,EMP0061,Commercial,Ingénieur,2026-01,10401,10912,511
1446,EMP0061,Commercial,Ingénieur,2025-12,10401,10345,-56
1447,EMP0061,Commercial,Ingénieur,2025-11,10401,10031,-370
1448,EMP0061,Commercial,Ingénieur,2025-10,10401,10494,93
1449,EMP0061,Commercial,Ingénieur,2025-09,10401,10739,338
1450,EMP0061,Commercial,Ingénieur,2025-08,10401,10647,246
1451,EMP0061,Commercial,Ingénieur,2025-07,10401,9966,-435
1452,EMP0061,Commercial,Ingénieur,2025-06,10401,9887,-514
1453,EMP0061,Commercial,Ingénieur,2025-05,10401,10018,-383
1454,EMP0061,Commercial,Ingénieur,2025-04,10401,11166,765
1455,EMP0061,Commercial,Ingénieur,2025-03,10401,10856,455
1456,EMP0061,Commercial,Ingénieur,2025-02,10401,10630,229
1457,EMP0061,Commercial,Ingénieur,2025-01,10401,10032,-369
1458,EMP0061,Commercial,Ingénieur,2024-12,10401,10204,-197
1459,EMP0061,Commercial,Ingénieur,2024-11,10401,10877,476
1460,EMP0061,Commercial,Ingénieur,2024-10,10401,11405,1004
1461,EMP0061,Commercial,Ingénieur,2024-09,10401,10620,219
1462,EMP0061,Commercial,Ingénieur,2024-08,10401,10061,-340
1463,EMP0061,Commercial,Ingénieur,2024-07,10401,11105,704
1464,EMP0061,Commercial,Ingénieur,2024-06,10401,10616,215
1465,EMP0062,IT & Systèmes,Manager,2026-05,17925,19435,1510
1466,EMP0062,IT & Systèmes,Manager,2026-04,17925,17741,-184
1467,EMP0062,IT & Systèmes,Manager,2026-03,17925,18755,830
1468,EMP0062,IT & Systèmes,Manager,2026-01,17925,18071,146
1469,EMP0062,IT & Systèmes,Manager,2026-01,17925,18026,101
1470,EMP0062,IT & Systèmes,Manager,2025-12,17925,18054,129
1471,EMP0062,IT & Systèmes,Manager,2025-11,17925,17530,-395
1472,EMP0062,IT & Systèmes,Manager,2025-10,17925,17149,-776
1473,EMP0062,IT & Systèmes,Manager,2025-09,17925,18211,286
1474,EMP0062,IT & Systèmes,Manager,2025-08,17925,17737,-188
1475,EMP0062,IT & Systèmes,Manager,2025-07,17925,19279,1354
1476,EMP0062,IT & Systèmes,Manager,2025-06,17925,18546,621
1477,EMP0062,IT & Systèmes,Manager,2025-05,17925,17435,-490
1478,EMP0062,IT & Systèmes,Manager,2025-04,17925,18901,976
1479,EMP0062,IT & Systèmes,Manager,2025-03,17925,17289,-636
1480,EMP0062,IT & Systèmes,Manager,2025-02,17925,18825,900
1481,EMP0062,IT & Systèmes,Manager,2025-01,17925,19202,1277
1482,EMP0062,IT & Systèmes,Manager,2024-12,17925,18142,217
1483,EMP0062,IT & Systèmes,Manager,2024-11,17925,19063,1138
1484,EMP0062,IT & Systèmes,Manager,2024-10,17925,17640,-285
1485,EMP0062,IT & Systèmes,Manager,2024-09,17925,17193,-732
1486,EMP0062,IT & Systèmes,Manager,2024-08,17925,18070,145
1487,EMP0062,IT & Systèmes,Manager,2024-07,17925,18434,509
1488,EMP0062,IT & Systèmes,Manager,2024-06,17925,19625,1700
1489,EMP0063,Finance & Comptabilité,Analyste,2026-05,11729,12351,622
1490,EMP0063,Finance & Comptabilité,Analyste,2026-04,11729,12790,1061
1491,EMP0063,Finance & Comptabilité,Analyste,2026-03,11729,12150,421
1492,EMP0063,Finance & Comptabilité,Analyste,2026-01,11729,11557,-172
1493,EMP0063,Finance & Comptabilité,Analyste,2026-01,11729,11668,-61
1494,EMP0063,Finance & Comptabilité,Analyste,2025-12,11729,11837,108
1495,EMP0063,Finance & Comptabilité,Analyste,2025-11,11729,12645,916
1496,EMP0063,Finance & Comptabilité,Analyste,2025-10,11729,11204,-525
1497,EMP0063,Finance & Comptabilité,Analyste,2025-09,11729,12148,419
1498,EMP0063,Finance & Comptabilité,Analyste,2025-08,11729,12052,323
1499,EMP0063,Finance & Comptabilité,Analyste,2025-07,11729,12148,419
1500,EMP0063,Finance & Comptabilité,Analyste,2025-06,11729,12872,1143
1501,EMP0063,Finance & Comptabilité,Analyste,2025-05,11729,11402,-327
1502,EMP0063,Finance & Comptabilité,Analyste,2025-04,11729,12813,1084
1503,EMP0063,Finance & Comptabilité,Analyste,2025-03,11729,11933,204
